,Property.Name.,Property.Type.,Built.Year.,Model.,Address.,District.,Bedrooms.,Bedrooms.Additional,Area.Land,Area.Builtup,Floor.Description,Floor.,Asking.,PSF_land.,PSF.,PostalCode,Developer.,Bathrooms.,Tenure.,No..of.Units.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,lon,lat,is_HDB
548,Tivoli Grande,Apartment,2012,Apartment,126 Koon Seng Road (427059), D15 - East Coast / Marine Parade ,3,NA,NA,1528,NA,NA,1700000,NA,1113,427059,Ks Developments Pte Ltd,NA,FREEHOLD,82,"Swimming Pool, Barbecue Area, Wadpool, Swimming Pool View, Renovated, Corner Unit, Air Conditioning, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Flooring For Bedroom, Wardrobe, Air-conditioning, Flooring For Living/dining, Kitchen, Bombshelter, Balcony","EUNOS MRT 11 mins  EW7 900m, MARINE PARADE MRT DUE 2023 12 mins  TE26 1.01 km, KEMBANGAN MRT 14 mins  EW6 1.19 km","Aft Lor Nangka 1 min  9665513 70m, Aft Lor J Telok Kurau 1 min  1355966 90m, Flora East 2 mins  33 180m","Chij (katong) Primary 850m, Tao Nan 1.01 km, Tanjong Katong Primary 1.04 km","Tanjong Katong Secondary 1.1 km, Tanjong Katong Girls' 1.27 km, St. Patrick's 1.37 km","112 KATONG 840m, JOO CHIAT COMPLEX 950m, KATONG V 1.05 km",NA,NA,NA,103.9062153,1.3128019,No
549,The Vermont On Cairnhill,Apartment,2013,Apartment,12A Cairnhill Rise (229746), D9 - Orchard / River Valley ,5,1,NA,2648,PENTHOUSE,NA,5900000,NA,2228,229746,Bukit Sembawang View Pte Ltd,5,FREEHOLD,158,"Clubhouse, Bbq Area, Tennis Court, Pool Deck, Children's Pool, Foot Reflexology Walk, Waterwall, Main Pool, Timber Deck, Water Feature, Garden Terrace, Spa Pool, Fitness Corner, Children's Playground, Bubble Pool, Renovated, City View, Air Conditioning, Bathtub, Intercom, Water Heater, Cooker Hob/hood, Balcony, Maidsroom, Bombshelter, Terrace, Walk-in-wardrobe","NEWTON MRT 5 mins  DT11NS21 440m, ORCHARD MRT 10 mins  NS22TE14 840m, SOMERSET MRT 11 mins  NS23 920m",NA,"Anglo-chinese School (junior) 400m, St. Margaret's Primary 1.04 km, Anglo-chinese School (primary) 1.13 km","Raffles Girls' School (secondary) 1.1 km, Anglo-chinese School (barker Road) 1.26 km, School Of The Arts, Singapore 1.54 km","Paragon 520m, FAR EAST PLAZA 530m, THE PARAGON 600m",Partially Furnished,"School Of The Arts, Singapore 1.54 km, Singapore Chinese Girls' School 1.81 km, Singapore Chinese Girls' Primary School 1.81 km",NA,103.8384306,1.3085723,No
550,Kismis Residences,Terrace,NA,Inter Terrace,Upper Toh Tuck Terrace, D21 - Clementi Park / Upper Bukit Timah ,5,NA,1616,NA,NA,NA,4155240,2571,NA,NA,Newfort Alliance (Kismis) Pte. Ltd.,5,FREEHOLD,31,"Park/greenery View, Renovated, Air Conditioning, Water Heater, Cooker Hob/hood, Private Lift, Balcony","BEAUTY WORLD MRT DUE 2016 11 mins  DT5 950m, KING ALBERT PARK MRT DUE 2016 21 mins  DT6 1.7 km","Hse No. 45 1 min  173 140m, Aft Eng Kong Pl 2 mins  173 180m, Bef Eng Kong Pl 2 mins  173 190m","Bukit Timah Primary 180m, Pei Hwa Presbyterian Primary 840m, Methodist Girls' School (primary) 1.65 km","Yusof Ishak Secondary 1.14 km, Methodist Girls' School (secondary) 1.65 km","BEAUTY WORLD PLAZA 1.01 km, BUKIT TIMAH SHOPPING CENTRE 1.07 km, BUKIT TIMAH PLAZA 1.12 km",Partially Furnished,"Methodist Girls' School (secondary) 1.65 km, Methodist Girls' School (primary) 1.65 km",NA,103.7690193,1.336557,No
551,Martin Modern,Condominium,NA,Condominium,10 Martin Place (237963), D9 - Orchard / River Valley ,4,NA,NA,1399,HIGH,NA,NA,NA,NA,237963,Martin Modern Pte Ltd,3,LEASEHOLD/99 years,450,"Corner Unit, Renovated, City View, Air Conditioning, Cooker Hob/hood, Jacuzzi, Intercom, Water Heater, Walk-in-wardrobe, Maidsroom, Balcony","GREAT WORLD MRT DUE 2021 6 mins  TE15 550m, HAVELOCK MRT DUE 2021 7 mins  TE16 600m, FORT CANNING MRT 8 mins  DT20 710m",NA,"River Valley Primary 230m, St. Margaret's Primary 1.52 km, Alexandra Primary 1.55 km","Outram Secondary 740m, School Of The Arts, Singapore 1.4 km, Gan Eng Seng 1.62 km","Robertson Walk 430m, UE SHOPPING MALL 550m, Concorde 610m",Fully Furnished,"School Of The Arts, Singapore 1.4 km",NA,103.838221,1.2930166,No
552,Martin Modern,Condominium,NA,Condominium,8 Martin Place (237992), D9 - Orchard / River Valley ,4,NA,NA,1798,HIGH,NA,4364019,NA,2427,237992,Martin Modern Pte Ltd,3,LEASEHOLD/99 years,450,"Corner Unit, Renovated, City View, Air Conditioning, Cooker Hob/hood, Jacuzzi, Intercom, Water Heater, Walk-in-wardrobe, Maidsroom, Balcony","GREAT WORLD MRT DUE 2021 7 mins  TE15 590m, HAVELOCK MRT DUE 2021 8 mins  TE16 660m, FORT CANNING MRT 8 mins  DT20 680m",NA,"River Valley Primary 240m, St. Margaret's Primary 1.46 km, Alexandra Primary 1.6 km","Outram Secondary 800m, School Of The Arts, Singapore 1.35 km, Gan Eng Seng 1.67 km","Robertson Walk 410m, UE SHOPPING MALL 530m, Concorde 670m",Fully Furnished,"School Of The Arts, Singapore 1.35 km",NA,103.8378606,1.2932638,No
553,Martin Modern,Condominium,2020,Condominium,8 Martin Place (237992), D9 - Orchard / River Valley ,2,NA,NA,764,HIGH,NA,1803335,NA,2360,237992,Martin Modern Pte Ltd,2,LEASEHOLD/99 years,450,"Corner Unit, Park/greenery View, Renovated, Air Conditioning, Cooker Hob/hood, Intercom, Hairdryer, Balcony, Maidsroom, Walk-in-wardrobe","GREAT WORLD MRT DUE 2021 7 mins  TE15 590m, HAVELOCK MRT DUE 2021 8 mins  TE16 660m, FORT CANNING MRT 8 mins  DT20 680m",NA,"River Valley Primary 240m, St. Margaret's Primary 1.46 km, Alexandra Primary 1.6 km","Outram Secondary 800m, School Of The Arts, Singapore 1.35 km, Gan Eng Seng 1.67 km","Robertson Walk 410m, UE SHOPPING MALL 530m, Concorde 670m",Fully Furnished,"School Of The Arts, Singapore 1.35 km",NA,103.8378606,1.2932638,No
554,Sky Habitat,Condominium,2015,Condominium,7 Bishan Street 15 (573908), D20 - Ang Mo Kio / Bishan / Thomson ,4,1,NA,1550,MID,NA,2266955,NA,1463,573908,Bishan Residential  Developments Pte Ltd,4,LEASEHOLD/99 years,509,"50M Lap Pool, Water Wall, Guard House, Reflection Gardens, Tennis Court, Leisure Pool, Bbq / Party Dawn, Entry Court, Pool Island, Lily Ponds, Tennis Viewing Garden, Children's Pool, Bbq / Social Areas, Park/greenery View, Balcony","BISHAN MRT 5 mins  CC15NS17 460m, LORONG CHUAN MRT STATION 17 mins  CC14 1.41 km, MARYMOUNT MRT 17 mins  CC16 1.42 km","Opp Bishan Stadium 1 min  53410W 30m, Bishan Stadium 1 min  410G53 110m","Kuo Chuan Presbyterian Primary 490m, Catholic High 800m, Guangyang Primary 810m","St. Joseph's Institution 190m, Kuo Chuan Presbyterian Secondary 440m, Catholic High 800m","JUNCTION 8 SHOPPING CENTRE 380m, Junction 8 410m, BISHAN NORTH SHOPPING MALL 1.0 km",Partially Furnished,"St. Joseph's Institution 190m, Catholic High School 800m, Raffles Institution 1.0 km",NA,103.8507771,1.3519867,No
555,Sunnyvale Residences,Apartment,2017,Apartment,132 Lorong K Telok Kurau (425790), D15 - East Coast / Marine Parade ,4,1,NA,1130,MID,NA,1793000,NA,1587,425790,Rh East Coast Pte. Ltd.,4,FREEHOLD,30,"Renovated, Balcony","MARINE TERRACE MRT DUE 2023 9 mins  TE27 730m, KEMBANGAN MRT 11 mins  EW6 890m, MARINE PARADE MRT DUE 2023 18 mins  TE26 1.45 km",NA,"St. Stephen's 640m, Ngee Ann Primary 900m, Chij (katong) Primary 900m","St. Patrick's 660m, Victoria 1.48 km, Ping Yi Secondary 1.65 km","SIGLAP SHOPPING CENTRE 990m, 112 KATONG 1.46 km, KATONG V 1.74 km",Partially Furnished,NA,NA,103.91526,1.3133703,No
556,Forest Woods,Condominium,NA,Condominium,19 Lorong Lew Lian (533851), D19 - Hougang / Punggol / Sengkang ,2,1,NA,667,MID,NA,9.00E+05,NA,1349,533851,Serangoon Green Pte. Ltd.,1,LEASEHOLD/99 years,519,"Park/greenery View, Air Conditioning, Intercom, Water Heater, Balcony","SERANGOON MRT 4 mins  CC13NE12 360m, BARTLEY MRT 12 mins  CC12 1.03 km, KOVAN MRT 15 mins  NE13 1.21 km","Paya Lebar Camp 1 min  153101103107107M317535881827070M4343M4522 100m, Paya Lebar Camp 1 min  5353M5822247070M76804345 110m, Opp Blk 1 2 mins  225353M5843457070M101103107107M116153317 180m","Paya Lebar Methodist Girls' School (primary) 930m, Yangzheng Primary 980m, Maris Stella High 1.12 km","St. Gabriel's Secondary 570m, Zhonghua Secondary 880m, Paya Lebar Methodist Girls' School (secondary) 980m","UPPER SERANGOON SHOPPING CENTRE 320m, ICB SHOPPING CENTRE 370m, NEX 500m",Partially Furnished,Maris Stella High School 1.12 km,NA,103.8776003,1.350418,No
557,D'Leedon,Condominium,2014,Condominium,7 Leedon Heights (267953), D10 - Tanglin / Holland / Bukit Timah ,4,2,NA,2885,PENTHOUSE,NA,4109880,NA,1425,267953,Morganite Pte Ltd,5,LEASEHOLD/99 years,1715,"Multi-purpose Court, Lap Pool / Gym Pool, Spa Pavilions, Play Areas, Gymnasium, Theme Gardens, Basketball Court, Jogging Tracks, Clubhouses, Event Courts, Mini Race Track, Fitness Areas, Restaurant/retail Space, Bbq, Jacuzzis, Tennis Courts, Corner Unit, City View, Park/greenery View, Sea View, Air Conditioning, Hairdryer, Intercom, Water Heater, Bathtub, Private Pool, Balcony, Private Garden, Walk-in-wardrobe, Roof Terrace","FARRER ROAD MRT 7 mins  CC20 560m, HOLLAND VILLAGE MRT 10 mins  CC21 860m, TAN KAH KEE MRT DUE 2016 16 mins  DT8 1.33 km","Opp Tulip Gdn 2 mins  17418693153165855961961C5N48 160m, Tulip Gdn 3 mins  4816593174186153961961C855 240m","Nanyang Primary 850m, New Town Primary 1.69 km, Raffles Girls' Primary 1.77 km","St. Margaret's Secondary 930m, Hwa Chong Institution 1.2 km, Queensway Secondary 1.58 km","HOLLAND ROAD SHOPPING CENTRE 1.05 km, Holland Road Shopping Centre 1.05 km, CORONATION SHOPPING PLAZA 1.26 km",Partially Furnished,"Hwa Chong Institution 1.2 km, National Junior College 1.77 km",NA,103.8039666,1.3144021,No
558,Bliss@Kovan,Condominium,2015,Condominium,6 Simon Lane (546055), D19 - Hougang / Punggol / Sengkang ,3,NA,NA,1313,GROUND,1,1800000,NA,1371,546055,Bbr Kovan Pte Ltd,2,FREEHOLD,140,"Dining Pavilion, Lap Pool, Children's Play Pool, Outdoor Shower, Children's Playground, Vertical Green Wall And Garden Walk, Biological Pond, Gym, Rain Garden, Drop-off, Water Feature, Spa Pool And Pavilion, Cascading Water Entrance Court, Entrance Foyer, Clubhouse, Secondary Pedestrian Access, Guardhouse, Signature Tree, Hydro Massage, Pool Deck, Changing Rooms With Shower Facilities, Park/greenery View, Corner Unit, Cooker Hob/hood, Air Conditioning, Water Heater, Outdoor Patio","KOVAN MRT 5 mins  NE13 430m, HOUGANG MRT 15 mins  NE14 1.24 km, SERANGOON MRT 22 mins  CC13NE12 1.83 km",NA,"Xinmin Primary 910m, Xinghua Primary 970m, Holy Innocents' Primary 1.19 km","Yuying Secondary 1.0 km, Xinmin Secondary 1.04 km, Bowen Secondary 1.08 km","HEARTLAND MALL-KOVAN 450m, ICB SHOPPING CENTRE 1.16 km, UPPER SERANGOON SHOPPING CENTRE 1.21 km",Partially Furnished,NA,NA,103.8838297,1.3628847,No
559,Mei Ling Street,HDB 3 Rooms,NA,Model A,160 Mei Ling Street (140160),NA,2,NA,NA,775.0008,NA,NA,349000,NA,450,140160,NA,2,LEASEHOLD/99 years,NA,"Corner Unit, Air Conditioning, Air Conditioning","QUEENSTOWN MRT 4 mins  EW19 350m, COMMONWEALTH MRT 16 mins  EW20 1.33 km, REDHILL MRT 17 mins  EW18 1.42 km","Tiong Ghee Tp 1 min  64 90m, Blk 157 1 min  64 100m, Blk 158 1 min  64 130m","Queenstown Primary 600m, New Town Primary 950m, Gan Eng Seng Primary 1.46 km","Queensway Secondary 930m, Queenstown Secondary 1.02 km, Bukit Merah Secondary 1.21 km","Anchorpoint 400m, ANCHORPOINT SHOPPING CENTRE 400m, QUEENSWAY SHOPPING CENTRE 510m",Not Furnished,NA, Queenstown ,103.8042835,1.2921971,Yes
560,The Creek @ Bukit,Condominium,NA,Condominium,17 Toh Tuck Road (596155), D21 - Clementi Park / Upper Bukit Timah ,3,NA,NA,1615,NA,NA,2430800,NA,1505,596155,Chiu Teng @ Bukit Timah Pte. Ltd.,3,FREEHOLD,260,"Original Condition, Air Conditioning, Water Heater, Intercom, Cooker Hob/hood, Private Lift, Maidsroom, Bombshelter, Terrace","BEAUTY WORLD MRT DUE 2016 8 mins  DT5 710m, KING ALBERT PARK MRT DUE 2016 20 mins  DT6 1.62 km","Aft Jln Jurong Kechil 1 min  1737741 110m, Opp Hse No. 19 1 min  173 140m, Bef Jln Jurong Kechil 2 mins  4177173 160m","Bukit Timah Primary 350m, Pei Hwa Presbyterian Primary 720m, Methodist Girls' School (primary) 1.63 km","Yusof Ishak Secondary 1.13 km, Methodist Girls' School (secondary) 1.63 km","BEAUTY WORLD PLAZA 770m, BUKIT TIMAH SHOPPING CENTRE 810m, BUKIT TIMAH PLAZA 980m",Partially Furnished,"Methodist Girls' School (secondary) 1.63 km, Methodist Girls' School (primary) 1.63 km",NA,103.7707503,1.3405726,No
561,Jurong West Street 42,HDB 4 Rooms,1985,Model A,412 Jurong West Street 42 (640412),NA,3,1,NA,1108.6817,MID,NA,420000,NA,379,640412,NA,2,LEASEHOLD/99 years,NA,"Corner Unit, City View, Park/greenery View, Renovated, Air Conditioning, Cooker Hob/hood, Water Heater","LAKESIDE MRT 14 mins  EW26 1.17 km, CHINESE GARDEN MRT 18 mins  EW25 1.47 km",Blk 416 1 min  49334 120m,"Shuqun Primary 810m, Jurong Primary 920m, Rulang Primary 1.06 km","Hong Kah Secondary 150m, Jurongville Secondary 380m, Hua Yi Secondary 490m",BOON LAY SHOPPING CENTRE 1.73 km,NA,NA, Jurong West ,103.7260658,1.3533252,Yes
562,Tai Keng Villas,Terrace,1999,Corner Terrace,Jalan Kelichap, D19 - Hougang / Punggol / Sengkang ,5,NA,2325,3880,NA,NA,2300000,989,593,NA,Yhs Tai Keng Place Pte Ltd(Far East Org),NA,LEASEHOLD/99 years,73,"Corner Unit, Park/greenery View, Renovated, Water Heater, Cooker Hob/hood, Air Conditioning, Bathtub, Balcony, Roof Terrace, Outdoor Patio, Terrace","BARTLEY MRT 7 mins  CC12 560m, SERANGOON MRT 11 mins  CC13NE12 890m, KOVAN MRT 17 mins  NE13 1.39 km","Raya Gdn 1 min  76807070M586262A432224 70m, Opp Bethany Presby Ch 2 mins  7070M43222458627680 170m, Aft Paya Lebar Cres 2 mins  43586262A768022247070M 230m","Paya Lebar Methodist Girls' School (primary) 500m, Maris Stella High 760m, Cedar Primary 1.45 km","Paya Lebar Methodist Girls' School (secondary) 610m, St. Gabriel's Secondary 620m, Maris Stella High 760m","UPPER SERANGOON SHOPPING CENTRE 740m, ICB SHOPPING CENTRE 900m, NEX 1.08 km",NA,Maris Stella High School 760m,NA,103.8813653,1.3468834,No
563,Bedok North Avenue 1,HDB 3 Rooms,1979,New Generation,520 Bedok North Avenue 1 (460520),NA,2,NA,NA,721.1813,NA,NA,328888,NA,456,460520,NA,2,LEASEHOLD/99 years,NA,"Renovated, Cooker Hob/hood, Air Conditioning, Water Heater","BEDOK MRT 9 mins  EW5 760m, BEDOK RESERVOIR MRT 10 mins  DT30 830m, BEDOK NORTH MRT 15 mins  DT29 1.27 km","Blk 428 1 min  1745 90m, Blk 521 1 min  451717A4NNR7 110m, Blk 414 2 mins  1745 180m","Fengshan Primary 420m, Yu Neng Primary 590m, Red Swastika 760m","Damai Secondary 730m, Bedok Green Secondary 890m, Ping Yi Secondary 890m","BEDOK MALL 650m, BEDOK POINT 790m",Not Furnished,Temasek Junior College 1.57 km, Bedok ,103.9280848,1.3305249,Yes
564,Yio Chu Kang Road,Terrace,NA,Corner Terrace,Yio Chu Kang Road, D19 - Hougang / Punggol / Sengkang ,5,NA,3068,3740,NA,NA,3500000,1140,936,NA,NA,4,FREEHOLD,NA,"Air Conditioning, Bathtub, Cooker Hob/hood, Water Heater, Maidsroom","SERANGOON MRT 14 mins  CC13NE12 1.12 km, KOVAN MRT 14 mins  NE13 1.18 km, LORONG CHUAN MRT STATION 17 mins  CC14 1.37 km","Bef Tai Seng Chr Ch 1 min  1561031091161361474343M767070M317 60m, Bef St. Helier's Ave 1 min  7070M764343M317NR6136147103109109A116156 90m, Aft Serangoon Gdn Way 1 min  3171561031091161361474343M767070M 150m","Zhonghua Primary 410m, Chij Our Lady Of Good Counsel 1.05 km, Yangzheng Primary 1.36 km","Peicai Secondary 340m, Serangoon Garden Secondary 1.13 km, Bowen Secondary 1.27 km","ICB SHOPPING CENTRE 780m, UPPER SERANGOON SHOPPING CENTRE 950m, NEX 1.02 km",Not Furnished,NA,NA,103.8565907,1.3913524,No
565,Broadrick Road,Detached,2006,Detached,Broadrick Road, D15 - East Coast / Marine Parade ,3,NA,16159,2000,NA,NA,23500000,1454,11750,NA,NA,NA,FREEHOLD,NA,NA,"KATONG PARK MRT DUE 2023 7 mins  TE24 590m, AMBER MRT DUE 2023 8 mins  TE25 680m, DAKOTA MRT 13 mins  CC8 1.07 km","Bet Hse No. 767/767A 2 mins  1412196 210m, Opp Santa Fe Mans 3 mins  1412196 240m","Tanjong Katong Primary 1.24 km, Kong Hwa 1.37 km","Chung Cheng High School (main) 690m, Dunman High 890m, Broadrick Secondary 1.0 km","KATONG SHOPPING CENTRE 1.2 km, KATONG V 1.39 km, Parkway Parade 1.58 km",NA,Dunman High School 890m,NA,-86.238917,35.4068667,No
566,Guan Soon Villas,Terrace,1991,Inter Terrace,Guan Soon Avenue, D16 - Bedok / Upper East Coast ,4,2,1803,2669,NA,NA,2850000,1580,1068,NA,NA,4,FREEHOLD,NA,"Air Conditioning, Cooker Hob/hood, Bathtub, Balcony, Maidsroom","SIMEI MRT 6 mins  EW3 520m, UPPER CHANGI MRT 12 mins  DT34 1.01 km, EXPO MRT 13 mins  CG1DT35 1.04 km",NA,"Changkat Primary 220m, Angsana Primary 1.12 km, Chongzheng Primary 1.36 km","Changkat Changi Secondary 210m, St. Anthony's Canossian Secondary 1.3 km, Bedok South Secondary 1.5 km","BEDOK SHOPPING COMPLEX 990m, EAST VILLAGE 1.06 km, CHANGI CITY POINT 1.21 km",Partially Furnished,NA,NA,103.9536234,1.3378585,No
567,Pasir Ris Beach Park,Terrace,1976,Inter Terrace,Pasir Ris View, D18 - Pasir Ris / Tampines ,4,NA,2533,2800,NA,NA,3.00E+06,1184,1071,NA,NA,3,999 years,120,"Renovated, Water Heater, Air Conditioning, Terrace, Balcony",PASIR RIS MRT 11 mins  EW1 900m,"Opp Blk 601 2 mins  5888NR7358359518 170m, Bef Pasir Ris Way 2 mins  403 180m, Aft Blk 601 2 mins  518518A4N3583595888 180m","Elias Park Primary 500m, Park View Primary 540m, Meridian Primary 1.13 km","Siglap Secondary 550m, Hai Sing Catholic 1.32 km, Coral Secondary 1.48 km","ELIAS MALL 270m, PASIR RIS WEST PLAZA 850m, White Sands 990m",Partially Furnished,NA,NA,103.9444221,1.3795856,No
568,Toh Guan Road,HDB 4 Rooms,1999,Model A,274 Toh Guan Road (600274),NA,3,NA,NA,1087.1539,NA,NA,465000,NA,428,600274,NA,NA,LEASEHOLD/99 years,NA,"Air Conditioning, Water Heater, Cooker Hob/hood, Bombshelter","BUKIT BATOK MRT 10 mins  NS2 840m, JURONG EAST MRT 14 mins  EW24NS1 1.13 km, CHINESE GARDEN MRT 19 mins  EW25 1.52 km",NA,"Yuhua Primary 660m, Bukit View Primary 870m, Princess Elizabeth Primary 1.01 km","Crest Secondary 490m, Bukit View Secondary 740m, Shuqun Secondary 790m","IMM BUILDING 790m, Imm 800m, West Mall 890m",NA,NA, Jurong East ,103.7467927,1.3419978,Yes
569,Bukit Merah Central,HDB 5 Rooms,1977,Model A,116 Bukit Merah Central (150116),NA,3,NA,NA,1259.3763,NA,NA,650000,NA,516,150116,NA,NA,LEASEHOLD/99 years,NA,"Corner Unit, Balcony","REDHILL MRT 8 mins  EW18 670m, TIONG BAHRU MRT 17 mins  EW17 1.39 km, QUEENSTOWN MRT 19 mins  EW19 1.56 km","Blk 1003 1 min  139153123198 40m, Blk 161 1 min  198123139153 90m, SPRING S'pore Bldg 2 mins  139147153123961961C19619719885514 190m","Gan Eng Seng Primary 200m, Blangah Rise Primary 1.12 km, Zhangde Primary 1.25 km","Bukit Merah Secondary 300m, Henderson Secondary 520m, Crescent Girls' 1.09 km","DEPOT HEIGHTS SHOPPING CENTRE 620m, DAWSON PLACE 1.08 km, ALEXANDRA CENTRAL 1.14 km",NA,NA, Bukit Merah ,103.8149968,1.2839699,Yes
570,Mimosa Vale,Semi-Detached,1991,NA,Mimosa Vale, D28 - Seletar / Yio Chu Kang ,6,NA,4223,4521,NA,NA,4300000,1018,951,NA,Kengfu,4,999 years,26,"Renovated, Cooker Hob/hood, Air Conditioning, Water Heater, Outdoor Patio, Balcony, Maidsroom, Walk-in-wardrobe, Private Garden","YIO CHU KANG MRT 21 mins  NS15 1.72 km, ANG MO KIO MRT 23 mins  NS16 1.86 km",NA,"Da Qiao Primary 1.21 km, Jing Shan Primary 1.52 km, Fernvale Primary 1.74 km","Anderson Secondary 1.34 km, Serangoon Garden Secondary 1.78 km","GREENWICH V 1.16 km, Djitsun Mall 1.78 km, Jubilee Square 1.84 km",NA,NA,NA,103.8601052,1.3827661,No
571,Tai Hwan Garden,Terrace,1996,Corner Terrace,Tai Hwan Avenue, D19 - Hougang / Punggol / Sengkang ,3,1,2866,2411,GROUND,1,2900000,1011,1203,NA,NA,3,FREEHOLD,302,"Park/greenery View, Original Condition, Corner Unit, Balcony, Maidsroom, Terrace, Outdoor Patio","LORONG CHUAN MRT STATION 7 mins  CC14 620m, SERANGOON MRT 19 mins  CC13NE12 1.56 km, BISHAN MRT 19 mins  CC15NS17 1.59 km","Golden Hill Est 2 mins  156159133135135A136853853C4553582224 190m, Opp Golden Hill Est 2 mins  853853C5358222445133135136156159 220m","Chij Our Lady Of Good Counsel 390m, St. Gabriel's Primary 780m, Townsville Primary 930m","Chong Boon Secondary 920m, Kuo Chuan Presbyterian Secondary 980m, St. Joseph's Institution 1.0 km","MYVILLAGE AT SERANGOON GARDEN 1.08 km, NEX 1.36 km, JUNCTION 8 SHOPPING CENTRE 1.5 km",Not Furnished,"St. Joseph's Institution 1.0 km, Catholic High School 1.83 km",NA,103.8616578,1.3570536,No
572,Martin Modern,Condominium,2023,Condominium,8 Martin Place (237992), D9 - Orchard / River Valley ,2,NA,NA,764,NA,NA,1985000,NA,2598,237992,Martin Modern Pte Ltd,NA,LEASEHOLD/99 years,450,"Air Conditioning, Cooker Hob/hood","GREAT WORLD MRT DUE 2021 7 mins  TE15 590m, HAVELOCK MRT DUE 2021 8 mins  TE16 660m, FORT CANNING MRT 8 mins  DT20 680m",NA,"River Valley Primary 240m, St. Margaret's Primary 1.46 km, Alexandra Primary 1.6 km","Outram Secondary 800m, School Of The Arts, Singapore 1.35 km, Gan Eng Seng 1.67 km","Robertson Walk 410m, UE SHOPPING MALL 530m, Concorde 670m",NA,"School Of The Arts, Singapore 1.35 km",NA,103.8378606,1.2932638,No
573,Sandilands Road,Terrace,NA,Corner Terrace,Sandilands Road, D19 - Hougang / Punggol / Sengkang ,6,NA,2806,3805,NA,NA,3450000,1229,907,NA,NA,4,999 years,NA,"Air Conditioning, Bathtub, Cooker Hob/hood, Air Conditioning, Water Heater, Maidsroom","KOVAN MRT 9 mins  NE13 760m, SERANGOON MRT 19 mins  CC13NE12 1.58 km, HOUGANG MRT 21 mins  NE14 1.7 km",NA,"Xinmin Primary 1.03 km, Zhonghua Primary 1.03 km, Rosyth 1.13 km","Bowen Secondary 830m, Peicai Secondary 1.0 km, Xinmin Secondary 1.14 km","HEARTLAND MALL-KOVAN 860m, ICB SHOPPING CENTRE 990m, UPPER SERANGOON SHOPPING CENTRE 1.11 km",NA,NA,NA,103.8782736,1.3626116,No
